komnr,gardsnr,bruksnr,festenr,bruksnavn,jordbruksareal,annetareal,skogareal,fulldyrket,overflatedyrket,innmarksbeite,koordsys,nord,ost
1103,31,19,0,,0,21,0,0,0,0,22,6544083,308418
1103,31,24,0,Nygård,15,3,0,15,0,0,22,6543873,307637
1103,31,28,0,Fredtun,0,3,0,0,0,0,22,6544208,308647
1103,31,29,0,,0,0,0,0,0,0,22,6544241,307843
1103,31,50,0,Myrdal,8,1,0,8,0,0,22,6543719,307653
1103,31,84,0,Fengselstomta,22,20,21,22,0,0,22,6544140,307928
1103,31,287,0,,6,0,0,4,0,2,22,6544175,307620
1103,38,1,0,Madla,36,10,3,36,0,0,22,6538464,308348
1103,38,2,0,Madla,78,22,23,56,16,6,22,6538555,306795
1103,38,3,0,Madla,34,21,11,34,0,0,22,6538512,306908
1103,38,5,0,Madla,53,6,0,53,0,0,22,6538571,308158
1103,38,7,0,Raunevollen,0,50,2,0,0,0,22,6538768,308153
1103,38,14,0,,64,7,0,64,0,0,22,6538584,307368
1103,38,15,0,,4,1,0,4,0,0,22,6539378,308016
1103,38,16,0,Lien,7,5,14,7,0,0,22,6537727,309136
1103,38,18,0,Teigene,43,11,21,43,0,0,22,6537973,307512
1103,38,21,0,,41,13,35,41,0,0,22,6538540,307978
1103,38,27,0,,0,2,0,0,0,0,22,6538617,307704
1103,38,28,0,,26,1,0,22,0,4,22,6538753,307552
1103,38,29,0,,24,1,0,24,0,0,22,6538412,307592
1103,38,30,0,,53,9,0,42,0,11,22,6538365,307655
1103,38,31,0,,26,3,0,26,0,0,22,6538289,307319
1103,38,34,0,,23,11,15,23,0,0,22,6538304,307683
1103,38,35,0,Eikebakken,26,10,35,26,0,0,22,6538115,307715
1103,38,37,0,Sollien,27,3,0,19,0,8,22,6538245,307833
1103,38,38,0,,31,11,20,23,0,8,22,6537865,307570
1103,38,39,0,,2,80,10,2,0,0,22,6538939,307999
1103,38,42,0,,59,70,46,57,0,2,22,6539240,308079
1103,38,43,0,,0,4,0,0,0,0,22,6539504,308062
1103,38,47,0,Slettemyr,35,3,0,35,0,0,22,6538894,307112
1103,38,96,0,Oppheim,30,6,1,30,0,0,22,6538218,307548
1103,38,124,0,Nymark,26,3,0,19,0,7,22,,
1103,38,133,0,Myrvang,0,3,0,0,0,0,22,6538999,307779
1103,38,141,0,Fjelltun,7,1,0,7,0,0,22,,
1103,38,143,0,Vestvoll,0,15,14,0,0,0,22,6539887,309071
1103,38,283,0,Rosenlund,0,1,0,0,0,0,22,6538096,309428
1103,38,665,0,Groli,2,2,0,2,0,0,22,6537683,309109
1103,38,1335,0,Raunelund,1,0,0,1,0,0,22,,
1103,38,2153,0,,0,1,0,0,0,0,22,6538582,307389
1103,38,2163,0,,0,15,0,0,0,0,22,,
1103,38,2486,0,,1,1,0,1,0,0,22,,
1103,38,3938,0,,49,16,3,32,0,17,22,,
1103,38,3956,0,UTBYGGINGSAREAL- MADLA,113,12,0,105,0,8,22,,
1103,38,3959,0,MALDE,7,0,0,7,0,0,22,,
1103,38,3962,0,MALDE,3,0,0,3,0,0,22,,
1103,38,3975,0,MALDE,3,3,0,3,0,0,22,,
1103,38,4062,0,Madla Skytterlag,0,4,5,0,0,0,22,6537415,307027
1103,39,1,0,Revheim,55,8,0,55,0,0,22,6539109,308546
1103,39,2,0,Revheim,7,3,0,7,0,0,22,6539483,307057
1103,39,3,0,Revheim,43,5,0,43,0,0,22,6539309,306896
1103,39,4,0,Revheim,9,0,0,9,0,0,22,0,0
1103,39,5,0,Revheim,32,12,0,32,0,0,22,6539202,306391
1103,39,7,0,Brotet,88,11,2,63,0,25,22,6538929,307181
1103,39,9,0,Revheim,76,14,0,76,0,0,22,6539354,307023
1103,39,10,0,Revheim,86,10,0,66,0,20,22,6539096,306447
1103,39,13,0,,23,4,9,23,0,0,22,6539232,306733
1103,39,14,0,Gimle,130,24,55,130,0,0,22,6539672,308356
1103,39,15,0,,47,24,8,32,0,15,22,6539481,306342
1103,39,16,0,,66,9,0,66,0,0,22,6539307,306782
1103,39,18,0,,0,3,0,0,0,0,22,6539661,306673
1103,39,21,0,,7,2,0,7,0,0,22,6539705,306898
1103,39,23,0,,74,13,0,48,0,26,22,6538810,306449
1103,39,26,0,,63,30,0,59,0,4,22,6539833,306922
1103,39,28,0,,24,7,0,24,0,0,22,6539592,307244
1103,39,34,0,Ørnestein,43,14,0,43,0,0,22,6540019,308366
1103,39,35,0,Nyland,16,6,8,9,0,7,22,6540094,308339
1103,39,38,0,Heim,44,3,0,44,0,0,22,6539849,307186
1103,39,39,0,Solheim,43,3,0,43,0,0,22,6539826,307255
1103,39,62,0,Vatland,25,9,1,25,0,0,22,6540029,308243
1103,39,63,0,Rød,17,3,0,17,0,0,22,6539967,308318
1103,39,68,0,Dalheim,14,1,0,14,0,0,22,6539454,307324
1103,39,70,0,Alvatun,34,12,0,34,0,0,22,6539997,307405
1103,39,72,0,Fagerheim,100,12,0,100,0,0,22,6539317,307396
1103,39,318,0,,0,2,0,0,0,0,22,,
1103,39,630,0,,26,12,0,26,0,0,22,6539793,307107
1103,39,789,0,,3,4,0,3,0,0,22,,
1103,39,926,0,UTBYGGINGSAREAL,7,1,0,7,0,0,22,,
1103,39,955,0,,5,0,0,5,0,0,22,6539435,307395
1103,40,4,0,,73,11,2,73,0,0,22,6539788,306787
1103,40,9,0,Søre Sunde,27,28,0,26,0,1,22,6541137,306477
1103,40,10,0,Søre Sunde,60,12,2,57,0,3,22,6540619,306377
1103,40,12,0,Storåkeren,18,4,1,14,0,4,22,6540708,307068
1103,40,18,0,Søre Sunde,33,7,3,29,0,4,22,6540483,306547
1103,40,19,0,,115,7,0,115,0,0,22,6540800,306059
1103,40,20,0,,0,49,0,0,0,0,22,6540567,305603
1103,40,22,0,,0,1,0,0,0,0,22,6540828,305081
1103,40,23,0,,0,2,0,0,0,0,22,6540174,306399
1103,40,24,0,Slettebø,156,28,0,156,0,0,22,6540267,306711
1103,40,25,0,,72,14,0,64,5,3,22,6540863,305825
1103,40,26,0,,67,9,0,64,0,3,22,6540938,305880
1103,40,32,0,Ekrestykket,6,2,0,6,0,0,22,6540957,305767
1103,40,33,0,,36,7,0,36,0,0,22,6540792,306132
1103,40,51,0,Nytun,46,4,0,46,0,0,22,6541341,306507
1103,40,52,0,Austheim,58,11,0,58,0,0,22,6541424,306504
1103,40,56,0,Haughammer,37,36,14,19,3,15,22,6541541,307469
1103,40,57,0,Austlid nedre,107,12,1,89,0,18,22,6540327,307419
1103,40,59,0,Solvik,33,7,0,33,0,0,22,6540926,307424
1103,40,61,0,Slettebø,24,4,0,24,0,0,22,6541229,306411
1103,40,62,0,Solheim,57,7,10,57,0,0,22,6540469,306786
1103,40,71,0,Norli,73,13,0,73,0,0,22,6540710,306617
1103,40,73,0,Stølehei,76,14,1,60,4,12,22,6540565,307404
1103,40,75,0,Vestbakken,18,15,0,18,0,0,22,6540024,306703
1103,40,79,0,Holen,1,0,0,1,0,0,22,,
1103,40,80,0,Krossdal,170,25,5,163,0,7,22,6541291,307166
1103,40,129,0,Høgheim,6,2,2,6,0,0,22,6540484,306433
1103,40,460,0,,28,14,14,28,0,0,22,6541184,306712
1103,40,883,0,,0,0,0,0,0,0,22,6540451,306296
1103,40,1021,0,,30,23,27,30,0,0,22,6540966,307128
1103,40,1022,0,,58,16,23,46,0,12,22,,
1103,40,1086,0,,0,1,0,0,0,0,22,0,0
1103,41,2,0,Nordre Sunde,40,3,10,32,4,4,22,6541458,305680
1103,41,3,0,Nordre Sunde,47,8,1,28,0,19,22,6541648,306102
1103,41,6,0,Skjelbrei,64,8,0,64,0,0,22,6542174,305600
1103,41,7,0,Kverneviken,17,4,0,17,0,0,22,6542360,305435
1103,41,10,0,Nordre Sunde,9,5,0,9,0,0,22,6541288,305274
1103,41,13,0,Nordre Sunde,25,3,0,14,9,2,22,6541201,305524
1103,41,14,0,Nordre Sunde,35,17,0,19,2,14,22,6541089,305317
1103,41,15,0,Porsen,73,11,0,39,2,32,22,6541284,305670
1103,41,16,0,Porsen,68,10,4,68,0,0,22,6541261,305897
1103,41,18,0,,54,18,0,54,0,0,22,6540965,305431
1103,41,23,0,,0,1,0,0,0,0,22,6540882,305361
1103,41,24,0,Nygård,43,7,0,43,0,0,22,6541027,305751
1103,41,25,0,,52,20,0,52,0,0,22,,
1103,41,28,0,,65,16,0,58,7,0,22,6541269,305453
1103,41,39,0,,17,3,0,17,0,0,22,6541983,305342
1103,41,48,0,Årstad,37,18,10,11,7,19,22,,
1103,41,68,0,Nordmark,36,19,0,11,0,25,22,,
1103,41,84,0,Parsen,2,4,0,2,0,0,22,6541292,305770
1103,41,1485,0,,4,25,1,0,0,4,22,,
1103,41,1494,0,,0,3,0,0,0,0,22,,
1103,41,1509,0,,21,6,44,15,0,6,22,,
1103,51,1,0,,0,216,0,0,0,0,22,6543354,312058
1103,51,647,0,,7,24,5,0,1,6,22,6542032,312664
1103,54,811,0,,0,2,1,0,0,0,22,6539767,313357
1103,54,839,0,,25,87,11,0,0,25,22,,
1103,55,454,0,,0,0,0,0,0,0,22,,
1103,55,983,0,,0,1,0,0,0,0,22,6540604,312484
1103,57,1469,0,,74,224,135,49,0,25,22,6538647,310644
1103,57,1471,0,,17,0,0,17,0,0,22,,
1103,58,754,0,,0,0,0,0,0,0,22,0,0
1103,58,962,0,,0,1,0,0,0,0,22,6540448,310512
1103,59,394,0,,21,4,0,21,0,0,22,6541734,310485
1103,101,1,0,NÅDEN,97,77,161,46,37,14,22,6562441,320347
1103,101,2,0,NÅDEN,135,122,225,59,24,52,22,6562445,320375
1103,101,3,0,NÅDEN,204,35,10,89,1,114,22,6562385,320148
1103,101,5,0,KVELDSRO,1,8,4,0,1,0,22,6562162,320397
1103,101,15,0,OLDERHAUGEN,0,4,0,0,0,0,22,6562176,320491
1103,102,1,0,KVAMME,448,56,55,153,63,232,22,6562378,319752
1103,102,2,0,KVAMME,89,4,0,17,17,55,22,6562453,319597
1103,102,3,0,KVAMME,111,8,23,26,40,45,22,6562567,319628
1103,102,5,0,KVAMME,82,20,22,12,23,47,22,6562520,319835
1103,102,13,0,OPHEIM,0,2,3,0,0,0,22,,
1103,103,1,0,NÆRLAND,97,20,1,21,34,42,22,6561562,319702
1103,103,3,0,NÆRLAND,210,12,28,42,63,105,22,6561594,319875
1103,103,4,0,NÆRLAND,128,15,50,17,25,86,22,6561322,319535
1103,103,7,0,NÆRLAND,142,16,23,40,33,69,22,6561442,319809
1103,103,8,0,NÆRLAND,58,15,21,12,26,20,22,6561454,319888
1103,103,10,0,SOLHEIM,5,6,0,0,2,3,22,6561970,319918
1103,104,1,0,REILSTAD,39,30,27,22,0,17,22,6561147,319453
1103,104,2,0,REILSTAD,171,35,25,27,60,84,22,6561219,319323
1103,104,3,0,BEITET,28,3,4,1,22,5,22,6561377,319158
1103,104,4,0,REILSTAD,3,5,5,3,0,0,22,6560949,319300
1103,104,6,0,REILSTAD,28,12,9,1,6,21,22,6560845,319436
1103,104,8,0,NYBORG,1,1,0,1,0,0,22,6561198,319409
1103,104,29,0,KRIGEN,11,2,7,0,0,11,22,6560878,319013
1103,104,34,0,LINBORG,4,1,0,4,0,0,22,6561203,319407
1103,104,38,0,FOLDEN,55,23,6,16,0,39,22,6560721,319334
1103,104,51,0,ROSENDAL,5,4,0,0,4,1,22,6561091,319599
1103,104,63,0,UTGARDEN,1,3,0,1,0,0,22,6560585,318877
1103,104,145,0,,0,1,0,0,0,0,22,6560730,319119
1103,104,160,0,Reilstadskogen,1,2,4,0,0,1,22,6561071,319001
1103,105,1,0,BERGE,134,11,3,27,21,86,22,6560802,318628
1103,105,2,0,BERGE,56,3,2,5,8,43,22,6560655,318573
1103,105,3,0,BERGE,178,14,24,33,50,95,22,6560870,318357
1103,105,4,0,BERGE,184,15,23,18,31,135,22,6560702,318372
1103,105,10,0,HEIMLUND,2,2,0,0,2,0,22,6560665,318923
1103,105,11,0,PARADIS,4,2,0,2,0,2,22,6560570,318354
1103,105,19,0,KVILHEIM,2,3,0,0,2,0,22,6560905,318720
1103,105,20,0,ØYLUND,101,7,1,6,17,78,22,6560715,318885
1103,105,21,0,KRINGLEMYRA,0,4,0,0,0,0,22,6560559,318684
1103,106,1,0,KINGESTAD,165,35,38,29,49,87,22,6560645,317757
1103,106,2,0,KINGESTAD,56,8,21,12,24,20,22,6560557,318017
1103,106,3,0,KINGESTAD,86,7,4,0,62,24,22,6561197,317862
1103,106,4,0,KINGESTAD,120,37,7,27,30,63,22,6560685,318140
1103,106,6,0,KINGESTAD,302,42,22,60,109,133,22,6560523,317916
1103,106,7,0,KINDINGSTAD,174,13,14,43,52,79,22,6560783,317871
1103,106,8,0,KINDINGSTAD,63,50,37,26,0,37,22,6560437,318580
1103,107,2,0,LADSTEIN INDRE,108,10,14,20,26,62,22,6560240,317199
1103,107,4,0,LADSTEIN INDRE,18,6,1,4,2,12,22,6560285,317370
1103,108,1,0,LADSTEIN YTRE,125,54,178,24,15,86,22,6560101,316963
1103,108,2,0,LADSTEIN YTRE,154,24,85,32,46,76,22,6560241,317198
1103,109,1,0,VIKNES SØNDRE,183,106,108,25,20,138,22,6561363,315850
1103,109,2,0,VIKNES SØNDRE,395,88,102,98,66,231,22,6562077,316095
1103,109,3,0,VIKNES SØNDRE,352,50,106,86,77,189,22,6561564,316162
1103,109,5,0,VIKNES SØNDRE,204,37,23,37,50,117,22,6561662,315843
1103,109,10,0,FREDHEIM,1,2,0,1,0,0,22,6561596,315914
1103,110,1,0,SÆVHEIM,320,25,7,89,39,192,22,6562082,316152
1103,110,2,0,SÆVHEIM,202,88,11,47,74,81,22,6562352,316297
1103,110,4,0,MIDTBØ,2,3,0,2,0,0,22,6562282,316344
1103,110,6,0,TUNET,98,15,3,32,7,59,22,6561877,316323
1103,111,1,0,VIKNES NORDRE,212,87,13,51,37,124,22,6562459,316532
1103,111,2,0,VIKNES NORDRE,274,154,0,61,43,170,22,6562917,316300
1103,111,3,0,VIKNES NORDRE,339,162,10,45,44,250,22,6562992,316250
1103,111,4,0,VIKNES NORDRE,257,134,45,54,20,183,22,6563089,316299
1103,111,5,0,BJØRKTUN,13,4,2,8,0,5,22,6562477,316852
1103,112,1,0,STEINNES,117,22,0,32,16,69,22,6562479,317409
1103,112,2,0,STEINNES,30,3,0,17,5,8,22,6562203,317496
1103,112,3,0,STEINNES,38,4,2,14,1,23,22,6562661,317502
1103,112,4,0,STEINNES,151,17,137,48,31,72,22,6562414,317463
1103,112,6,0,SOLBAKKEN,8,3,0,2,3,3,22,6562545,317519
1103,112,7,0,NYVOLD,0,2,0,0,0,0,22,6562831,317382
1103,112,9,0,HEIMLUND,129,34,13,46,11,72,22,6562238,317433
1103,112,11,0,NYVOLL,0,4,0,0,0,0,22,6561899,317821
1103,112,12,0,BJØRNSTAD,81,17,73,15,3,63,22,6562613,317193
1103,112,17,0,SOLTUN,0,4,0,0,0,0,22,6562720,317322
1103,112,24,0,,4,1,0,2,0,2,22,6562744,317483
1103,113,1,0,FLESJE,111,7,24,37,31,43,22,6562832,318307
1103,113,2,0,FLESJE,35,5,0,12,1,22,22,6562812,318195
1103,113,4,0,FLESJE,60,11,0,32,12,16,22,6562977,318345
1103,113,5,0,FLESJE,191,40,87,79,7,105,22,6562798,318612
1103,113,7,0,MOSTUN,5,3,0,5,0,0,22,6563091,318408
1103,113,8,0,KNIPEN,17,6,2,5,12,0,22,6562939,318179
1103,113,13,0,Flesjå,0,3,0,0,0,0,22,6562849,318350
1103,114,1,0,FINNØY PRESTEGARD,0,4,0,0,0,0,22,6563374,318446
1103,114,1,5,,13,2,0,9,3,1,22,6563046,319056
1103,114,1,7,,21,0,10,0,0,21,22,6563055,319344
1103,114,3,0,FUGLEDALEN,68,7,26,26,16,26,22,6562885,319336
1103,114,6,0,Falkasete,5,3,0,0,0,5,22,6563092,318809
1103,114,10,0,,289,15,66,89,103,97,22,6563246,318576
1103,114,15,0,,29,8,0,0,9,20,22,,
1103,115,1,0,HESBY,243,8,45,94,36,113,22,6563908,318104
1103,115,3,0,HESBY,217,8,17,93,34,90,22,6563766,318111
1103,115,4,0,HESBY,15,5,1,3,0,12,22,6564083,318218
1103,115,5,0,HESBY,266,33,197,121,74,71,22,6563824,317962
1103,115,6,0,HESBY,113,10,84,62,20,31,22,6564094,317790
1103,115,7,0,HESBY,106,15,71,39,7,60,22,6563877,317968
1103,115,8,0,HESBY,13,9,0,8,5,0,22,6563420,318283
1103,115,9,0,HESBY,71,20,93,39,2,30,22,6563542,318210
1103,115,48,0,KVERNELAND,3,3,2,0,3,0,22,6563472,317925
1103,115,50,0,SJØTHUN,0,4,0,0,0,0,22,6562835,317672
1103,115,60,0,TUNHEIM,16,0,0,4,12,0,22,6563072,318047
1103,115,66,0,FJELLHEIM,9,8,1,3,5,1,22,6564144,317925
1103,115,67,0,HEIMLY,1,3,1,1,0,0,22,6562824,317862
1103,115,69,0,TORVFLÅT,0,3,0,0,0,0,22,6563152,317984
1103,115,94,0,SOLTUN,1,3,0,1,0,0,22,6564193,317834
1103,115,151,0,,0,8,0,0,0,0,22,0,0
1103,116,1,0,VESTBØ,106,4,99,37,0,69,22,6564406,318123
1103,116,3,0,VESTBØ,223,48,41,96,0,127,22,6564604,317847
1103,116,4,0,VESTBØ,129,8,50,31,32,66,22,6564536,317905
1103,116,5,0,VESTBØ,103,15,5,42,22,39,22,6564310,317692
1103,116,10,0,BRATTELID,0,2,5,0,0,0,22,6564386,318173
1103,116,13,0,BREKKE,4,12,2,4,0,0,22,6564425,317853
1103,116,18,0,,4,2,0,4,0,0,22,6564514,317992
1103,117,1,0,NORDBØ,141,12,31,29,25,87,22,6564673,318066
1103,117,2,0,NORDBØ,81,12,9,22,4,55,22,6564900,318072
1103,117,3,0,NORDBØ,223,21,7,66,34,123,22,6564592,318151
1103,118,1,0,LANDA ØVRE,144,17,33,44,33,67,22,6564975,318441
1103,118,2,0,LANDA ØVRE,28,4,1,7,6,15,22,6565091,318137
1103,118,3,0,LANDA ØVRE,310,33,47,120,20,170,22,6565035,318556
1103,118,4,0,LANDA ØVRE,157,32,47,61,27,69,22,6565129,318386
1103,118,5,0,LANDA ØVRE,0,1,0,0,0,0,22,6565286,318012
1103,118,12,0,,5,9,5,2,0,3,22,6565265,317911
1103,119,1,0,LANDA NEDRE,83,29,32,11,20,52,22,6565476,318165
1103,119,2,0,LANDA NEDRE,1,5,30,0,0,1,22,6565648,318093
1103,119,3,0,LEITE,72,5,4,5,15,52,22,6565742,318038
1103,119,4,0,LANDA NEDRE,177,36,87,59,24,94,22,6565560,318060
1103,119,5,0,HOPEN,1,20,0,0,1,0,22,6565730,317850
1103,119,8,0,LANDA,73,27,43,18,16,39,22,6565360,318230
1103,119,14,0,VARMETO,0,2,0,0,0,0,22,,
1103,120,1,0,MJØLSNES NEDRE,194,0,108,54,18,122,22,6566342,318883
1103,120,2,0,MJØLSNES NEDRE,28,2,7,11,6,11,22,6566580,318971
1103,120,3,0,MJØLSNES NEDRE,104,10,25,46,16,42,22,6566257,319100
1103,120,4,0,SANDFLÅTEN,28,3,2,19,2,7,22,6566173,318890
1103,120,5,0,NORHEIM,122,25,30,26,58,38,22,6566188,318758
1103,121,1,0,MJØLSNES ØVRE,189,17,51,34,39,116,22,6566188,319155
1103,121,2,0,MJØLSNES ØVRE,189,22,98,64,34,91,22,6565965,319380
1103,121,3,0,MJØLSNES ØVRE,155,15,33,67,0,88,22,6566110,319286
1103,121,4,0,SØRE MJØLSNES,26,20,15,10,0,16,22,6565802,319529
1103,121,6,0,,2,5,1,1,0,1,22,6565822,319431
1103,122,1,0,ROTA,115,13,41,28,45,42,22,6565295,320223
1103,122,2,0,ROTA,88,20,37,12,26,50,22,6565407,320022
1103,122,3,0,TUETEIGEN,2,5,1,0,0,2,22,6565533,320138
1103,122,4,0,HAREDALEN,4,2,0,0,0,4,22,6565474,320266
1103,122,7,0,VOLDEN,100,18,32,50,25,25,22,6565358,320306
1103,122,8,0,ROTA,87,23,4,12,36,39,22,6565169,320353
1103,122,10,0,SKUGGESTAD,1,3,0,1,0,0,22,6565527,319817
1103,123,1,0,SPANNE,190,15,121,57,53,80,22,6564921,320139
1103,123,2,0,SPANNE,203,12,90,51,71,81,22,6565038,320099
1103,123,5,0,,1,1,0,0,0,1,22,6565023,320065
1103,124,1,0,LAUVSNES,142,68,24,14,23,105,22,6565023,320474
1103,124,2,0,LAUVSNES,166,10,21,50,22,94,22,6564763,320984
1103,124,3,0,LAUVSNES,169,23,39,56,83,30,22,6564745,321131
1103,124,5,0,LAUVSNES,173,16,39,45,84,44,22,6564691,321124
1103,124,9,0,NORHEIM,0,4,0,0,0,0,22,6565123,320419
1103,124,13,0,LAUVBAKKEN,1,2,0,1,0,0,22,6564511,321176
1103,124,14,0,MIDBAKKEN,1,0,1,0,0,1,22,,
1103,124,15,0,HEIMLUND,16,7,2,6,1,9,22,6564720,321336
1103,124,16,0,ØYTUN,5,5,3,1,1,3,22,6564959,321000
1103,125,1,0,HAUSKEN GÅRD,112,37,93,60,0,52,22,6563919,321368
1103,125,2,0,HAUSKE,178,10,5,67,36,75,22,6563883,321185
1103,125,3,0,HAUSKE,134,13,0,71,32,31,22,6564035,321430
1103,125,4,0,HAUSKE,243,13,27,50,82,111,22,6564057,321151
1103,125,5,0,PORSMYR,83,15,4,40,35,8,22,6564367,321367
1103,125,6,0,HAUSKE,150,13,0,34,72,44,22,6563768,320880
1103,125,7,0,SKOGEN,2,1,0,0,0,2,22,6564415,321182
1103,125,8,0,HAUSKE,14,4,10,4,9,1,22,6564472,321465
1103,125,9,0,HAUSKE,177,14,9,35,56,86,22,6563838,321078
1103,125,12,0,BREIDABLIK,0,5,44,0,0,0,22,6563966,319389
1103,125,14,0,HAUSKE,171,11,13,47,54,70,22,6564088,320972
1103,125,17,0,ROSENVOLD,0,1,0,0,0,0,22,6563602,321474
1103,125,20,0,NYTUN,16,5,0,7,1,8,22,6563761,321094
1103,125,25,0,HARÅS,155,25,9,42,50,63,22,6564053,319748
1103,125,26,0,VATNE,158,18,1,15,69,74,22,6563930,319841
1103,125,33,0,NESTUN,0,5,0,0,0,0,22,6563631,321596
1103,125,37,0,VONHEIM,3,1,0,0,3,0,22,6564248,321311
1103,125,43,0,GROTUN,150,13,2,29,65,56,22,6563768,319926
1103,125,74,0,HAUSKE,1,0,0,0,0,1,22,6563756,321015
1103,126,4,0,HAGA,13,1,5,0,1,12,22,6563655,321346
1103,126,6,0,HAGA,76,10,33,28,17,31,22,6563554,321274
1103,126,9,0,SLÅTTEN,25,14,5,0,0,25,22,6563426,321192
1103,127,1,0,FÅ,112,2,21,22,18,72,22,6563002,321279
1103,127,2,0,FÅ,43,8,39,4,3,36,22,6563108,321182
1103,127,5,0,FÅ,0,1,0,0,0,0,22,656276,321613
1103,127,6,0,FÅ,35,43,46,0,0,35,22,,
1103,127,8,0,KVÆSTAD,0,4,0,0,0,0,22,6562429,320977
1103,127,10,0,KVILUR,0,2,2,0,0,0,22,6562479,321287
1103,127,14,0,ÅSHEIM,2,3,0,2,0,0,22,6562588,321013
1103,127,25,0,VESTLY,0,4,4,0,0,0,22,,
1103,127,88,0,TOMT NR 20,0,1,1,0,0,0,22,6562634,320963
1103,127,289,0,,3,0,23,0,0,3,22,6562937,320468
1103,127,292,0,,7,0,0,7,0,0,22,6563021,321328
1103,128,1,0,VIKEN,57,18,30,9,3,45,22,6562604,320753
1103,128,2,0,VIKEN,76,7,19,18,11,47,22,6562604,320846
1103,129,1,0,LANGELAND,96,7,81,11,1,84,22,6559850,323235
1103,129,2,0,LANGELAND,135,16,63,13,11,111,22,6559885,323439
1103,129,3,0,SOLHAUG II,31,28,43,14,1,16,22,6559146,323391
1103,130,1,0,OPSAL,63,13,83,10,15,38,22,6560176,323162
1103,130,2,0,OPSAL,67,13,31,22,13,32,22,6560213,323269
1103,130,6,0,KRO I,0,1,1,0,0,0,22,6559672,322810
1103,130,7,0,SØRHEIM,11,1,1,0,0,11,22,6559747,322866
1103,131,1,0,BØ,0,7,2,0,0,0,22,6560522,323228
1103,131,2,0,BØ,82,9,24,14,16,52,22,6560400,323017
1103,131,6,0,BØ,233,18,94,36,33,164,22,6560627,323243
1103,131,7,0,FREDHEIM,0,13,26,0,0,0,22,6559401,322745
1103,131,11,0,NYLUND,2,6,0,0,0,2,22,6560561,322993
1103,131,12,0,ROSSMARK,37,10,7,9,15,13,22,6559303,322930
1103,131,13,0,ROSSALAND,67,11,4,32,16,19,22,6559116,323058
1103,131,14,0,SOLBØ,101,10,69,13,22,66,22,6560823,323776
1103,131,15,0,FREDLY,30,7,21,13,2,15,22,6560267,322828
1103,131,27,0,KOMARKEN,4,0,7,0,0,4,22,6559854,322559
1103,131,35,0,SOLTUN,22,8,24,4,2,16,22,6560261,322657
1103,132,1,0,SÆBØ,60,11,34,16,18,26,22,6561242,323685
1103,132,2,0,SÆBØ,64,42,32,23,6,35,22,6561237,323779
1103,132,3,0,SÆBØ,0,1,0,0,0,0,22,6560998,323891
1103,132,4,0,SÆBØ,45,10,1,7,7,31,22,6561075,323591
1103,132,6,0,SÆBØVÅG,6,21,20,4,2,0,22,6561490,323894
1103,132,9,0,SÆBØ,66,6,6,16,20,30,22,6560877,323545
1103,132,12,0,FJELL,2,2,1,2,0,0,22,6561261,324136
1103,132,14,0,SLETTEBØ,2,3,0,2,0,0,22,6561257,324042
1103,132,15,0,NESHEIM,87,8,74,9,20,58,22,6561611,324208
1103,132,16,0,AUSTHEIM,0,1,0,0,0,0,22,6561021,323860
1103,132,19,0,VESTLY,50,4,5,6,6,38,22,6561186,323552
1103,132,20,0,SJOARBØ,47,36,39,12,4,31,22,6561233,323638
1103,133,3,0,VARLAND,342,50,93,24,28,290,22,6560391,323464
1103,133,7,0,NORDLI,2,1,11,2,0,0,22,6560605,323695
1103,133,8,0,STØLSHEIM,8,15,41,1,0,7,22,6560495,323496
1103,134,1,0,TREVLAND,95,101,134,18,11,66,22,6560657,323931
1103,134,2,0,TREVLAND,87,114,189,12,16,59,22,6560758,323816
1103,134,4,0,NEDRE TREVLAND,37,124,62,32,2,3,22,6561035,324734
1103,134,5,0,STOREVIK,38,51,36,18,2,18,22,6560259,324862
1103,134,6,0,NORDHEIM,20,28,24,8,2,10,22,,
1103,134,7,0,SANGEDAL,101,71,11,34,17,50,22,6560905,324247
1103,134,9,0,NORDAL,6,5,0,1,0,5,22,6560898,323920
1103,135,1,0,SELVÅG,137,171,184,49,13,75,22,6559458,324774
1103,135,2,0,SELVÅG,140,199,147,41,22,77,22,6559692,324735
1103,135,3,0,DUEDALENS FERIEK,5,5,3,0,0,5,22,6559279,324238
1103,135,5,0,SØRVÅG,12,21,1,5,0,7,22,6559210,324796
1103,135,6,0,STØLSHAUGEN,11,15,4,2,0,9,22,6559667,325002
1103,136,1,0,ÆRÅS,66,24,85,17,29,20,22,6559053,323571
1103,136,3,0,ÆRÅS,16,5,23,1,0,15,22,6559250,324060
1103,136,4,0,ÆRÅS,31,13,63,10,0,21,22,6559304,323980
1103,137,1,0,RUNESTAD,94,25,72,22,8,64,22,6558661,324221
1103,137,2,0,RUNESTAD,87,30,89,35,44,8,22,6558741,324202
1103,137,3,0,RUNESTAD,105,33,112,47,7,51,22,6558706,324132
1103,137,4,0,RUNESTAD,65,37,35,22,2,41,22,6558304,324166
1103,137,5,0,SOLVIG,0,3,0,0,0,0,22,6558753,324748
1103,137,6,0,SOLHEIM,32,14,6,16,0,16,22,6558851,324621
1103,137,8,0,RUNESTAD,156,10,15,44,5,107,22,6558618,324132
1103,137,9,0,VARNES,2,4,12,2,0,0,22,6558427,324460
1103,137,14,0,ESKELAND,24,19,74,10,0,14,22,6558958,324001
